station_id,level,sort_order,exercise_id,dose,primary_pillar,secondary_pillar,load,list,where_setting,best_with
lunge,Development,8,EX0007,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
lunge,Development,9,EX0296,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
lunge,Development,10,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
lunge,Development,11,EX0297,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
lunge,Development,12,EX0051,,Balanced Athleticism,,High,Core list,Gym,Solo OK
lunge,Development,13,EX0016,"Light, 200 m",Durability,Aerobic Engine,Moderate,Core list,Home or gym,Solo OK
lunge,Development,14,EX0298,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
lunge,Development,15,EX0169,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
lunge,Development,16,EX0052,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
lunge,Development,17,EX0299,Bottom-half reps,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
lunge,Development,18,EX0300,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
lunge,Development,19,EX0301,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
lunge,Development,20,EX0144,,Balanced Athleticism,,High,Core list,Gym,Solo OK
lunge,Development,21,EX0195,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
lunge,Development,22,EX0047,,Balanced Athleticism,,High,Added,Gym,Solo OK
lunge,Development,23,EX0025,Heavy,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
lunge,Development,24,EX0040,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
lunge,Development,25,EX0302,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
lunge,Development,26,EX0166,,Balanced Athleticism,,Low,Added,Gym,Solo OK
squat,Foundation,1,EX0130,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,2,EX0204,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
squat,Foundation,3,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,4,EX0220,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,5,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
squat,Foundation,6,EX0303,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,7,EX0304,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
squat,Foundation,8,EX0028,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
squat,Foundation,9,EX0305,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
squat,Foundation,10,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,11,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,12,EX0306,Light,Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
squat,Foundation,13,EX0006,Bodyweight,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,14,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,15,EX0087,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
squat,Foundation,16,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,17,EX0307,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,18,EX0207,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
squat,Foundation,19,EX0157,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,20,EX0308,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
squat,Foundation,21,EX0021,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Foundation,22,EX0022,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Foundation,23,EX0024,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Foundation,24,EX0082,,Economy,Balanced Athleticism,Low,Added,Home or gym,Solo OK
squat,Foundation,25,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Foundation,26,EX0271,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Foundation,27,EX0309,,Balanced Athleticism,Economy,Low,Added,Gym,Solo OK
squat,Foundation,28,EX0015,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
squat,Development,1,EX0144,,Balanced Athleticism,,High,Core list,Gym,Solo OK
squat,Development,2,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
squat,Development,3,EX0122,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
squat,Development,4,EX0306,5 × 20,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
squat,Development,5,EX0310,,Balanced Athleticism,,High,Core list,Gym,Solo OK
squat,Development,6,EX0122,5 × 20,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
squat,Development,7,EX0311,1 min on / 1 min off × 6,Durability,Threshold,Moderate,Core list,Home or gym,Group-friendly
squat,Development,8,EX0137,High reps,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
squat,Development,9,EX0312,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
squat,Development,10,EX0038,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
squat,Development,11,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
squat,Development,12,EX0166,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
squat,Development,13,EX0313,,Balanced Athleticism,,High,Core list,Gym,Solo OK
squat,Development,14,EX0294,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
squat,Development,15,EX0311,EMOM × 15,Durability,Threshold,Moderate,Core list,Home or gym,Group-friendly
squat,Development,16,EX0314,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
squat,Development,17,EX0315,,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Group-friendly
squat,Development,18,EX0053,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
squat,Development,19,EX0156,Weighted,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
squat,Development,20,EX0216,,Balanced Athleticism,,High,Core list,Gym,Solo OK
squat,Development,21,EX0016,Weighted,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
squat,Development,22,EX0047,,Balanced Athleticism,,High,Added,Gym,Solo OK
squat,Development,23,EX0195,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
squat,Development,24,EX0199,,Durability,Balanced Athleticism,Moderate,Added,Gym,Solo OK
squat,Development,25,EX0190,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
squat,Development,26,EX0276,,Durability,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
squat,Development,27,EX0204,Heavy,Balanced Athleticism,,High,Added,Home or gym,Solo OK
kbdl,Foundation,1,EX0082,With dowel,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,2,EX0076,Light,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,3,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,4,EX0091,Light,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,5,EX0316,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,6,EX0026,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,7,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,8,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,9,EX0123,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,10,EX0219,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,11,EX0092,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,12,EX0007,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,13,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,14,EX0237,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
kbdl,Foundation,15,EX0317,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,16,EX0145,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
kbdl,Foundation,17,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
kbdl,Foundation,18,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,19,EX0318,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
kbdl,Foundation,20,EX0226,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
kbdl,Foundation,21,EX0077,Light,Economy,Balanced Athleticism,Low,Added,Home or gym,Solo OK
kbdl,Foundation,22,EX0122,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
kbdl,Foundation,23,EX0231,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
kbdl,Foundation,24,EX0129,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
kbdl,Foundation,25,EX0309,,Balanced Athleticism,Economy,Low,Added,Gym,Solo OK
kbdl,Foundation,26,EX0203,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
kbdl,Development,1,EX0076,"Heavy, 5 × 10",Balanced Athleticism,,High,Core list,Home or gym,Solo OK
kbdl,Development,2,EX0047,,Balanced Athleticism,,High,Core list,Gym,Solo OK
kbdl,Development,3,EX0139,Conventional,Balanced Athleticism,,High,Core list,Gym,Solo OK
kbdl,Development,4,EX0091,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,5,EX0319,,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
kbdl,Development,6,EX0077,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,7,EX0077,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
kbdl,Development,8,EX0007,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,9,EX0320,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,10,EX0236,,Balanced Athleticism,,High,Core list,Gym,Solo OK
kbdl,Development,11,EX0145,Weighted,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
kbdl,Development,12,EX0052,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
kbdl,Development,13,EX0076,EMOM × 10,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Group-friendly
kbdl,Development,14,EX0076,3 × 30,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,15,EX0111,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
kbdl,Development,16,EX0091,Tempo,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,17,EX0219,Heavy,Balanced Athleticism,Durability,High,Core list,Home or gym,Solo OK
kbdl,Development,18,EX0040,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,19,EX0321,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,20,EX0115,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
kbdl,Development,21,EX0243,Heavy,Balanced Athleticism,Durability,High,Added,Home or gym,Solo OK
kbdl,Development,22,EX0112,,Balanced Athleticism,,High,Added,Gym,Solo OK
kbdl,Development,23,EX0234,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
kbdl,Development,24,EX0144,,Balanced Athleticism,,High,Added,Gym,Solo OK
kbdl,Development,25,EX0221,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
kbdl,Development,26,EX0322,,Balanced Athleticism,,High,Added,Gym,Solo OK
box,Foundation,1,EX0022,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,2,EX0323,Low box,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
box,Foundation,3,EX0293,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,4,EX0053,Low box,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
box,Foundation,5,EX0324,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
box,Foundation,6,EX0312,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Foundation,7,EX0061,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,8,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,9,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,10,EX0063,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
box,Foundation,11,EX0325,,Balanced Athleticism,Economy,Low,Core list,Home or gym,Solo OK
box,Foundation,12,EX0015,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,13,EX0025,Box,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,14,EX0009,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
box,Foundation,15,EX0006,Bodyweight,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,16,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,17,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,18,EX0326,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
box,Foundation,19,EX0327,,Economy,,Low,Core list,Home or gym,Solo OK
box,Foundation,20,EX0130,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
box,Foundation,21,EX0021,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
box,Foundation,22,EX0204,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
box,Foundation,23,EX0024,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
box,Foundation,24,EX0026,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
box,Foundation,25,EX0023,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
box,Foundation,26,EX0028,Knee-to-wall,Balanced Athleticism,Fatigue Management,Low,Added,Home or gym,Solo OK
box,Foundation,27,EX0010,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
box,Development,1,EX0053,5 × 5,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,2,EX0323,4 × 20,Durability,Economy,Moderate,Core list,Home or gym,Solo OK
box,Development,3,EX0022,Weighted,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
box,Development,4,EX0038,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
box,Development,5,EX0328,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,6,EX0329,5 × 10,Durability,Economy,Moderate,Core list,Home or gym,Solo OK
box,Development,7,EX0323,Continuous 2 min,Durability,Threshold,Moderate,Core list,Home or gym,Solo OK
box,Development,8,EX0055,Low box,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Coach helpful
box,Development,9,EX0312,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,10,EX0323,EMOM × 10,Durability,Threshold,Moderate,Core list,Home or gym,Group-friendly
box,Development,11,EX0330,,Durability,Threshold,High,Core list,Home or gym,Group-friendly
box,Development,12,EX0016,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
box,Development,13,EX0039,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,14,EX0048,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,15,EX0143,,Balanced Athleticism,,High,Core list,Gym,Solo OK
box,Development,16,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
box,Development,17,EX0061,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
box,Development,18,EX0331,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
box,Development,19,EX0323,3 × 30 for time,Durability,Threshold,High,Core list,Home or gym,Solo OK
box,Development,20,EX0144,,Balanced Athleticism,,High,Core list,Gym,Solo OK
box,Development,21,EX0195,Heavy,Balanced Athleticism,Durability,High,Added,Gym,Solo OK
box,Development,22,EX0054,,Economy,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
box,Development,23,EX0332,,Economy,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
box,Development,24,EX0040,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
box,Development,25,EX0006,Heavy,Balanced Athleticism,,High,Added,Home or gym,Solo OK
box,Development,26,EX0056,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
box,Development,27,EX0197,,Durability,Threshold,Moderate,Added,Home or gym,Solo OK
bos,Foundation,1,EX0309,,Balanced Athleticism,Economy,Low,Core list,Gym,Solo OK
bos,Foundation,2,EX0306,Light,Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
bos,Foundation,3,EX0082,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
bos,Foundation,4,EX0008,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,5,EX0076,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,6,EX0333,"Light, 3 × 10",Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
bos,Foundation,7,EX0334,,Economy,,Low,Core list,Gym,Solo OK
bos,Foundation,8,EX0335,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
bos,Foundation,9,EX0305,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
bos,Foundation,10,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,11,EX0017,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,12,EX0026,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,13,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,14,EX0219,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
bos,Foundation,15,EX0145,,Balanced Athleticism,,Low,Core list,Gym,Solo OK
bos,Foundation,16,EX0010,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,17,EX0123,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
bos,Foundation,18,EX0271,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
bos,Foundation,19,EX0052,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
bos,Foundation,20,EX0336,,Economy,,Low,Core list,Gym,Solo OK
bos,Foundation,21,EX0091,Light,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
bos,Foundation,22,EX0077,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
bos,Foundation,23,EX0130,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
bos,Foundation,24,EX0231,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
bos,Foundation,25,EX0027,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
bos,Foundation,26,EX0007,,Balanced Athleticism,Durability,Low,Added,Home or gym,Solo OK
bos,Development,1,EX0333,"Heavy, 5 × 10",Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
bos,Development,2,EX0337,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
bos,Development,3,EX0338,,Balanced Athleticism,,High,Core list,Gym,Coach helpful
bos,Development,4,EX0298,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
bos,Development,5,EX0077,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
bos,Development,6,EX0091,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
bos,Development,7,EX0047,,Balanced Athleticism,,High,Core list,Gym,Solo OK
bos,Development,8,EX0310,,Balanced Athleticism,,High,Core list,Gym,Solo OK
bos,Development,9,EX0276,,Durability,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
bos,Development,10,EX0333,EMOM × 10,Durability,Threshold,Moderate,Core list,Gym,Group-friendly
bos,Development,11,EX0339,4 × 10,Balanced Athleticism,Economy,Moderate,Core list,Gym,Solo OK
bos,Development,12,EX0145,Weighted,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
bos,Development,13,EX0052,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
bos,Development,14,EX0340,,Balanced Athleticism,Economy,Moderate,Core list,Home or gym,Solo OK
bos,Development,15,EX0341,,Durability,Threshold,High,Core list,Gym,Group-friendly
bos,Development,16,EX0284,,Balanced Athleticism,Economy,Moderate,Core list,Home or gym,Solo OK
bos,Development,17,EX0139,,Balanced Athleticism,,High,Core list,Gym,Solo OK
bos,Development,18,EX0111,,Balanced Athleticism,,Moderate,Core list,Gym,Solo OK
bos,Development,19,EX0333,3 × 25,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
bos,Development,20,EX0342,,Balanced Athleticism,Economy,Moderate,Core list,Home or gym,Solo OK
bos,Development,21,EX0076,Heavy,Balanced Athleticism,,High,Added,Home or gym,Solo OK
bos,Development,22,EX0143,,Balanced Athleticism,,High,Added,Gym,Solo OK
bos,Development,23,EX0071,,Balanced Athleticism,Economy,High,Added,Gym,Coach helpful
bos,Development,24,EX0306,5 × 20,Durability,Balanced Athleticism,Moderate,Added,Gym,Solo OK
bos,Development,25,EX0243,Heavy,Balanced Athleticism,Durability,High,Added,Home or gym,Solo OK
bos,Development,26,EX0101,,Balanced Athleticism,Threshold,Moderate,Added,Home or gym,Solo OK
wb,Foundation,1,EX0304,Air squat,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
wb,Foundation,2,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Foundation,3,EX0143,Light,Balanced Athleticism,,Low,Core list,Gym,Solo OK
wb,Foundation,4,EX0343,,Balanced Athleticism,Economy,Low,Core list,Home or gym,Solo OK
wb,Foundation,5,EX0199,"Light, 3 × 15",Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
wb,Foundation,6,EX0087,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
wb,Foundation,7,EX0344,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Foundation,8,EX0204,"Bodyweight, to box",Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
wb,Foundation,9,EX0345,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Foundation,10,EX0346,,Economy,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
wb,Foundation,11,EX0347,Dowel,Balanced Athleticism,Economy,Low,Core list,Home or gym,Coach helpful
wb,Foundation,12,EX0028,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
wb,Foundation,13,EX0348,Low target,Economy,,Low,Core list,Gym,Solo OK
wb,Foundation,14,EX0122,Pulses,Durability,Balanced Athleticism,Low,Core list,Home or gym,Solo OK
wb,Foundation,15,EX0349,,Economy,,Low,Core list,Home or gym,Solo OK
wb,Foundation,16,EX0350,,Economy,,Low,Core list,Gym,Solo OK
wb,Foundation,17,EX0351,,Balanced Athleticism,Fatigue Management,Low,Core list,Home or gym,Solo OK
wb,Foundation,18,EX0095,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Foundation,19,EX0352,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Foundation,20,EX0156,,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
wb,Foundation,21,EX0130,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
wb,Foundation,22,EX0207,,Balanced Athleticism,,Moderate,Added,Home or gym,Solo OK
wb,Foundation,23,EX0081,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
wb,Foundation,24,EX0094,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
wb,Foundation,25,EX0010,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
wb,Foundation,26,EX0191,Light,Economy,Balanced Athleticism,Low,Added,Gym,Solo OK
wb,Foundation,27,EX0220,,Balanced Athleticism,,Low,Added,Home or gym,Solo OK
wb,Development,1,EX0190,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
wb,Development,2,EX0199,EMOM × 15 reps,Durability,Threshold,Moderate,Core list,Gym,Group-friendly
wb,Development,3,EX0143,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
wb,Development,4,EX0191,Heavy,Balanced Athleticism,,High,Core list,Gym,Solo OK
wb,Development,5,EX0199,5 × 25,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
wb,Development,6,EX0312,,Economy,Balanced Athleticism,Moderate,Core list,Home or gym,Solo OK
wb,Development,7,EX0199,Heavy ball (9 kg),Balanced Athleticism,Durability,High,Core list,Gym,Solo OK
wb,Development,8,EX0303,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
wb,Development,9,EX0353,,Durability,Threshold,High,Core list,Gym,Group-friendly
wb,Development,10,EX0354,Shoulder endurance,Balanced Athleticism,Durability,Low,Core list,Home or gym,Solo OK
wb,Development,11,EX0199,3 × 30,Durability,Balanced Athleticism,Moderate,Core list,Gym,Solo OK
wb,Development,12,EX0353,21-15-9,Durability,Threshold,High,Core list,Gym,Group-friendly
wb,Development,13,EX0355,,Balanced Athleticism,,High,Core list,Gym,Solo OK
wb,Development,14,EX0196,,Balanced Athleticism,Durability,Moderate,Core list,Home or gym,Solo OK
wb,Development,15,EX0269,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
wb,Development,16,EX0204,Heavy,Balanced Athleticism,,High,Core list,Home or gym,Solo OK
wb,Development,17,EX0199,1 min on / 30 s off × 6,Durability,Threshold,High,Core list,Gym,Group-friendly
wb,Development,18,EX0122,Heavy,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
wb,Development,19,EX0199,Death-by (add 1 rep per min),Durability,Threshold,High,Core list,Gym,Group-friendly
wb,Development,20,EX0356,Ball held overhead,Balanced Athleticism,Durability,Moderate,Core list,Gym,Solo OK
wb,Development,21,EX0144,,Balanced Athleticism,,High,Added,Gym,Solo OK
wb,Development,22,EX0357,,Durability,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
wb,Development,23,EX0101,,Balanced Athleticism,Threshold,Moderate,Added,Home or gym,Solo OK
wb,Development,24,EX0294,,Balanced Athleticism,Durability,Moderate,Added,Home or gym,Solo OK
wb,Development,25,EX0280,,Balanced Athleticism,,Moderate,Added,Gym,Solo OK
wb,Development,26,EX0197,,Durability,Threshold,Moderate,Added,Home or gym,Solo OK
wb,Development,27,EX0053,,Economy,Balanced Athleticism,Moderate,Added,Home or gym,Solo OK
wb,Development,28,EX0137,High reps,Durability,Balanced Athleticism,Moderate,Added,Gym,Solo OK
thr,Foundation,1,EX0122,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
thr,Foundation,2,EX0143,Light,Balanced Athleticism,,Low,Core list,Gym,Solo OK
thr,Foundation,3,EX0358,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
thr,Foundation,4,EX0269,,Balanced Athleticism,,Moderate,Core list,Home or gym,Solo OK
thr,Foundation,5,EX0191,Light,Economy,Balanced Athleticism,Low,Core list,Gym,Solo OK
thr,Foundation,6,EX0278,,Balanced Athleticism,,Low,Core list,Home or gym,Solo OK
